,model_uuid,model_path,ampl_version,model_type,dataset_key,features,splitter,model_score_type,feature_transform_type,model_choice_score,best_train_r2_score,best_train_rms_score,best_train_mae_score,best_train_num_compounds,best_valid_r2_score,best_valid_rms_score,best_valid_mae_score,best_valid_num_compounds,best_test_r2_score,best_test_rms_score,best_test_mae_score,best_test_num_compounds,rf_estimators,rf_max_features,rf_max_depth,max_epochs,best_epoch,learning_rate,layer_sizes,dropouts,xgb_gamma,xgb_learning_rate,model_parameters_dict,feat_parameters_dict
118,1ec83489-8166-4028-b293-435cc930e42e,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_1ec83489-8166-4028-b293-435cc930e42e.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.37215447137140656,0.4920877725435723,1.3016237723222623,1.0493362543052285,359,0.37215447137140656,1.1335344560250542,0.897533137744388,77,0.46392301390784574,1.2423431095662314,1.0335482601474093,78,,,,30.0,29.0,3.861836588168404e-06,"502,351,304","0.11,0.10,0.03",,,"{""best_epoch"": 29, ""dropouts"": [0.1077974131752788, 0.10068725153043895, 0.027003503608455007], ""layer_sizes"": [502, 351, 304], ""learning_rate"": 3.861836588168404e-06, ""max_epochs"": 30}",{}
206,78e4165d-9bbf-4b4d-8c33-763878f63e44,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_78e4165d-9bbf-4b4d-8c33-763878f63e44.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.34926672682290505,0.9488450445098432,0.41308078462474945,0.3146297169609808,359,0.34926672682290505,1.154010684694961,0.9438629146723704,77,0.5432821283786027,1.1467057151409317,0.8888673461000681,78,,,,,,,,,0.2722905620674806,1.4516657152259766,"{""xgb_gamma"": 0.2722905620674806, ""xgb_learning_rate"": 1.4516657152259766}",{}
223,a1640768-9ee3-40f4-86d8-51473e7eae2f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_a1640768-9ee3-40f4-86d8-51473e7eae2f.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.3412032315140465,0.5189087895941529,1.2667906489558138,1.0230032501021062,359,0.3412032315140465,1.1611385746840364,0.9218600055901972,77,0.45386529423457544,1.253943192154331,1.0443777393500109,78,,,,30.0,29.0,7.754530030726693e-06,"430,491,490","0.16,0.09,0.08",,,"{""best_epoch"": 29, ""dropouts"": [0.16173855519586589, 0.08953616178672236, 0.08008525614196925], ""layer_sizes"": [430, 491, 490], ""learning_rate"": 7.754530030726693e-06, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
144,29843ed7-0829-4d4c-81fd-6306a3f46cd3,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_29843ed7-0829-4d4c-81fd-6306a3f46cd3.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.34116523030277457,0.4344804456095802,1.3734566324887982,1.0998477897942252,359,0.34116523030277457,1.161172063035918,0.9136582589721488,77,0.42090932178194373,1.2912230226831283,1.0695223953958306,78,,,,100.0,99.0,2.437089741866704e-06,"459,306,161","0.15,0.24,0.08",,,"{""best_epoch"": 99, ""dropouts"": [0.15264090169804945, 0.2389092405870736, 0.07901865023165051], ""layer_sizes"": [459, 306, 161], ""learning_rate"": 2.437089741866704e-06, ""max_epochs"": 100}",{}
238,d01f8754-4832-4087-bb71-8b4725183697,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_d01f8754-4832-4087-bb71-8b4725183697.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.3199337910769773,0.6686315689375295,1.0513485098065811,0.8767064410508514,359,0.3199337910769773,1.1797335251250964,0.9945054772465015,77,0.46859936623545484,1.2369125841185857,1.0436729086563326,78,,,,,,,,,0.30318236776133534,0.007869658207152604,"{""xgb_gamma"": 0.30318236776133534, ""xgb_learning_rate"": 0.007869658207152604}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
241,1286b2ab-1774-4b90-931b-b3d5e271e9e2,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_1286b2ab-1774-4b90-931b-b3d5e271e9e2.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.31141742919740434,0.662464085015952,1.061087339523213,0.8865714281959767,359,0.31141742919740434,1.1870973512820684,1.0023291814738493,77,0.4548732032411421,1.2527855617325434,1.0603053927491624,78,,,,,,,,,0.22897575512786772,0.0076866844436099336,"{""xgb_gamma"": 0.22897575512786772, ""xgb_learning_rate"": 0.0076866844436099336}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
133,e938db30-cbc4-436a-b989-320d69e9fdd4,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e938db30-cbc4-436a-b989-320d69e9fdd4.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.20846289094433879,0.21455360604187312,1.6186368106438205,1.2663264170856026,359,0.20846289094433879,1.2727525131838329,0.9774596971859798,77,0.25524245446768823,1.4643180978256507,1.1903573354369061,78,,,,100.0,99.0,3.6017684856194728e-06,"454,119","0.20,0.31",,,"{""best_epoch"": 99, ""dropouts"": [0.20146279117393728, 0.3136096073907888], ""layer_sizes"": [454, 119], ""learning_rate"": 3.6017684856194728e-06, ""max_epochs"": 100}",{}
167,9485e0e2-0c04-4883-ad1c-2d363d8ef2db,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_9485e0e2-0c04-4883-ad1c-2d363d8ef2db.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.1632715659691547,0.6399661234339835,1.0958795457248225,0.9375452649504757,359,0.1632715659691547,1.308580929575264,1.1338083344452807,77,0.3523742334390224,1.3654947465853426,1.1867358969291628,78,,,,,,,,,0.21653145731222706,0.006907330269354121,"{""xgb_gamma"": 0.21653145731222706, ""xgb_learning_rate"": 0.006907330269354121}",{}
234,3ca1cc87-d254-4cfa-910c-77db1defa123,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3ca1cc87-d254-4cfa-910c-77db1defa123.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.1467764814762128,0.5672714155533539,1.2014312657270825,1.0237715539522312,359,0.1467764814762128,1.3214165203736556,1.1460956725400655,77,0.327726876156478,1.3912361332015544,1.2065305890592215,78,,,,,,,,,0.27798621702970444,0.005940492438190515,"{""xgb_gamma"": 0.27798621702970444, ""xgb_learning_rate"": 0.005940492438190515}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
155,8a602b22-9ae2-4e48-94bc-5e874d94bf18,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8a602b22-9ae2-4e48-94bc-5e874d94bf18.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.13267767812142361,0.3504381028589175,1.4719783028359221,1.1865727201549987,359,0.13267767812142361,1.3322894380490602,1.110269628199518,77,0.2669147096627599,1.4527979775988233,1.2537796928069507,78,,,,100.0,99.0,1.8294394171906033e-06,"508,284,421","0.10,0.33,0.26",,,"{""best_epoch"": 99, ""dropouts"": [0.09977555062343986, 0.32992984609132203, 0.26396724996735377], ""layer_sizes"": [508, 284, 421], ""learning_rate"": 1.8294394171906033e-06, ""max_epochs"": 100}",{}
111,c5ee6683-83bd-4f1a-93d2-79bdb76783f1,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_c5ee6683-83bd-4f1a-93d2-79bdb76783f1.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.12252411903803506,0.3398501840673742,1.4839265014619978,1.1948275332288631,359,0.12252411903803506,1.3400651624875397,1.1128260497172526,77,0.26464862509975773,1.455041661169312,1.2524968809227852,78,,,,30.0,29.0,6.5890448474156785e-06,"115,416,382","0.10,0.04,0.08",,,"{""best_epoch"": 29, ""dropouts"": [0.1012113598890839, 0.04170682804284764, 0.08377422715825844], ""layer_sizes"": [115, 416, 382], ""learning_rate"": 6.5890448474156785e-06, ""max_epochs"": 30}",{}
162,012729cd-eebd-4ba0-bb55-44e40b6d95d0,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_012729cd-eebd-4ba0-bb55-44e40b6d95d0.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.10901408839501892,0.5978990091073926,1.1581337273064862,0.9939588847222426,359,0.10901408839501892,1.3503418934446896,1.1727573507558327,77,0.31869180603426184,1.4005537478801533,1.2251020287525791,78,,,,,,,,,0.34563565657851303,0.006262158969986649,"{""xgb_gamma"": 0.34563565657851303, ""xgb_learning_rate"": 0.006262158969986649}",{}
270,3497d3b0-e3fd-41ce-86fc-a4394f3bd33c,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3497d3b0-e3fd-41ce-86fc-a4394f3bd33c.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,0.0182289990141441,0.48862552225692457,1.4466152875082847,1.1858958752771858,359,0.0182289990141441,0.7957366298480009,0.6877587553550923,77,-0.8316321872491563,1.0279382590735808,0.897892864419748,78,,,,30.0,11.0,8.152553958458124e-05,"92,374,110","0.20,0.19,0.29",,,"{""best_epoch"": 11, ""dropouts"": [0.20173285651583983, 0.1936157191250262, 0.2865609767034506], ""layer_sizes"": [92, 374, 110], ""learning_rate"": 8.152553958458124e-05, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
336,95d82761-b0f9-441f-818d-5595a4126116,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_95d82761-b0f9-441f-818d-5595a4126116.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,0.017098884186777186,0.7573292873924371,0.9965342016849928,0.8381636822931616,359,0.017098884186777186,0.7961944836264807,0.6924319753576731,77,-0.17822546293808683,0.8244457795905172,0.710326117853192,78,,,,30.0,8.0,3.371295513706705e-05,"212,360,502","0.18,0.00,0.31",,,"{""best_epoch"": 8, ""dropouts"": [0.18387699300335192, 0.002910182994623112, 0.30889236082160937], ""layer_sizes"": [212, 360, 502], ""learning_rate"": 3.371295513706705e-05, ""max_epochs"": 30}",{}
348,f231e256-753a-42f5-a9d5-bbb5c6dc9dbe,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_f231e256-753a-42f5-a9d5-bbb5c6dc9dbe.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,0.013459601505357077,0.7158414674249309,1.0783602643460208,0.9016641673112105,359,0.013459601505357077,0.7976671137648997,0.6902954916017298,77,-0.16487037362057388,0.8197599506144477,0.7037127443360249,78,,,,30.0,17.0,2.4834406193484216e-05,"240,109,342","0.36,0.36,0.22",,,"{""best_epoch"": 17, ""dropouts"": [0.3644222211524204, 0.36142134902730105, 0.22381056129560306], ""layer_sizes"": [240, 109, 342], ""learning_rate"": 2.4834406193484216e-05, ""max_epochs"": 30}",{}
325,2fb0f327-1811-44c2-a80b-036209d14579,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2fb0f327-1811-44c2-a80b-036209d14579.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,0.011417807263774282,0.5806695315134827,1.3099711631549886,1.0716882304953756,359,0.011417807263774282,0.7984921333471179,0.6962019496967077,77,-0.28910285374165046,0.8623661121614614,0.7468393263852795,78,,,,30.0,1.0,0.0005173685747996482,"149,302,267","0.20,0.18,0.19",,,"{""best_epoch"": 1, ""dropouts"": [0.1978970136260253, 0.18322587825965125, 0.19448148448417837], ""layer_sizes"": [149, 302, 267], ""learning_rate"": 0.0005173685747996482, ""max_epochs"": 30}",{}
342,2e919cd5-7d96-4ac3-b6e1-8014847a51fd,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2e919cd5-7d96-4ac3-b6e1-8014847a51fd.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,0.009371662271995373,0.7733355669632773,0.9631084982380952,0.8115717402225873,359,0.009371662271995373,0.7993180566486836,0.6942072849924603,77,-0.10319434671648642,0.7977630384019179,0.6886430229465105,78,,,,30.0,12.0,3.629479667864243e-05,"291,445,336","0.19,0.39,0.20",,,"{""best_epoch"": 12, ""dropouts"": [0.18616645385477826, 0.39267016676688, 0.19812582268333045], ""layer_sizes"": [291, 445, 336], ""learning_rate"": 3.629479667864243e-05, ""max_epochs"": 30}",{}
101,ac106ea4-84b2-4c44-8418-78014f0a052e,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_ac106ea4-84b2-4c44-8418-78014f0a052e.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.004559774295680108,-0.211474672217129,2.0102418367088175,1.538629536546418,359,0.004559774295680108,1.427302138114441,1.0190612850518475,77,-0.010897056981546749,1.7060094796744256,1.274453865408362,78,,,,30.0,3.0,9.066691478814867e-06,"294,48,361","0.32,0.31,0.33",,,"{""best_epoch"": 3, ""dropouts"": [0.32318475644410727, 0.3108440827214711, 0.3285717984517088], ""layer_sizes"": [294, 48, 361], ""learning_rate"": 9.066691478814867e-06, ""max_epochs"": 30}",{}
266,0c5333b3-de89-4df3-8534-dfee5d9de40f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_0c5333b3-de89-4df3-8534-dfee5d9de40f.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,0.0021825888235730284,0.8004682103533656,0.9036277818688755,0.7624543688328986,359,0.0021825888235730284,0.8022131729147453,0.7121743164217386,77,-0.9776814315561726,1.0681348009465441,0.9342676440424702,78,,,,30.0,17.0,3.862073134998878e-05,"303,337,123","0.18,0.03,0.04",,,"{""best_epoch"": 17, ""dropouts"": [0.18232476277224513, 0.02635143052407969, 0.04025050966769644], ""layer_sizes"": [303, 337, 123], ""learning_rate"": 3.862073134998878e-05, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
343,8912ca5d-76ad-4324-9aca-4eabe447881d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8912ca5d-76ad-4324-9aca-4eabe447881d.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.0018443424442367018,-0.04334390835342816,2.06631851992187,1.615856147141825,359,-0.0018443424442367018,0.8038303047228846,0.6888644833701002,77,-0.6259073388894134,0.9684914538006713,0.8378628706626383,78,,,,30.0,0.0,0.0008117938345987484,"40,506,177","0.03,0.40,0.03",,,"{""best_epoch"": 0, ""dropouts"": [0.027125924438969353, 0.39720672319825073, 0.025790669314849215], ""layer_sizes"": [40, 506, 177], ""learning_rate"": 0.0008117938345987484, ""max_epochs"": 30}",{}
105,738179be-efb2-4425-9f80-c0f53340cb30,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_738179be-efb2-4425-9f80-c0f53340cb30.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,-0.006906988283522653,-0.17424776089320937,1.9791148982667643,1.5210717837354863,359,-0.006906988283522653,1.4354993513410004,1.0517025192407772,77,-0.004408440707313277,1.700525508219465,1.2988047693806757,78,,,,30.0,0.0,5.231632983470118e-06,"350,113,416","0.36,0.15,0.07",,,"{""best_epoch"": 0, ""dropouts"": [0.3615039875632122, 0.15407795492073545, 0.06900700278011689], ""layer_sizes"": [350, 113, 416], ""learning_rate"": 5.231632983470118e-06, ""max_epochs"": 30}",{}
329,897dcbb0-ac81-4d0d-a003-2e464bb2fb85,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_897dcbb0-ac81-4d0d-a003-2e464bb2fb85.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.0075609256616044895,0.6725096102252981,1.1576647402072668,0.9608979850792126,359,-0.0075609256616044895,0.8061203942121757,0.682640200186971,77,-0.08857127031567336,0.792458140743422,0.673116558741494,78,,,,30.0,4.0,0.00019598800791164594,"240,58,377","0.36,0.32,0.07",,,"{""best_epoch"": 4, ""dropouts"": [0.36333367872869665, 0.31926015515955514, 0.07364370071598403], ""layer_sizes"": [240, 58, 377], ""learning_rate"": 0.00019598800791164594, ""max_epochs"": 30}",{}
352,e6c70084-eb81-4654-88fc-bbadee830109,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e6c70084-eb81-4654-88fc-bbadee830109.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.008474443308851054,0.6920174662687855,1.122655658322785,0.9356186046739634,359,-0.008474443308851054,0.8064857509588785,0.6770577481036397,77,-0.1676809038682192,0.8207482889516993,0.6986952042106239,78,,,,30.0,3.0,8.47145481062119e-05,"414,277,259","0.28,0.17,0.10",,,"{""best_epoch"": 3, ""dropouts"": [0.2754549007195697, 0.16864198998636615, 0.09667767516149312], ""layer_sizes"": [414, 277, 259], ""learning_rate"": 8.47145481062119e-05, ""max_epochs"": 30}",{}
344,15dd9b9a-8b7b-41b8-8f75-71e47fbd8809,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_15dd9b9a-8b7b-41b8-8f75-71e47fbd8809.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.009604341588846488,0.5066907718613614,1.4208333608230928,1.1510100401315742,359,-0.009604341588846488,0.8069374192042863,0.7136901624890413,77,-0.43795297315911075,0.9107941628756226,0.7938356234728295,78,,,,30.0,0.0,0.0006520990525196488,"303,138,348","0.02,0.35,0.12",,,"{""best_epoch"": 0, ""dropouts"": [0.017402890252425206, 0.3454026896324577, 0.11509140550597152], ""layer_sizes"": [303, 138, 348], ""learning_rate"": 0.0006520990525196488, ""max_epochs"": 30}",{}
347,6b9952df-0f73-4b9e-9058-08198afa7715,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_6b9952df-0f73-4b9e-9058-08198afa7715.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.0111110166484516,0.6878353965256185,1.1302521820102123,0.9411284723570973,359,-0.0111110166484516,0.8075393080718758,0.6724673404059234,77,-0.1390687922529874,0.810630376288651,0.6885324792341337,78,,,,30.0,6.0,3.9093780749571114e-05,"404,297,323","0.03,0.28,0.37",,,"{""best_epoch"": 6, ""dropouts"": [0.029012657718205628, 0.281287238088255, 0.3669938611986041], ""layer_sizes"": [404, 297, 323], ""learning_rate"": 3.9093780749571114e-05, ""max_epochs"": 30}",{}
337,856017b9-4762-4021-b8a9-b8e597c3252f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_856017b9-4762-4021-b8a9-b8e597c3252f.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.011322311224807757,0.8101945249723054,0.881328660948266,0.6906746207521968,359,-0.011322311224807757,0.8076236804899037,0.6583155764972444,77,0.11095941919481911,0.7161577393619418,0.5912633202591172,78,,,,30.0,5.0,0.00019500357660637996,"233,482,414","0.33,0.22,0.24",,,"{""best_epoch"": 5, ""dropouts"": [0.3283063292205656, 0.21611462402220083, 0.2358696246522709], ""layer_sizes"": [233, 482, 414], ""learning_rate"": 0.00019500357660637996, ""max_epochs"": 30}",{}
339,18cfdaca-d84c-4931-b420-e2a2682034c1,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_18cfdaca-d84c-4931-b420-e2a2682034c1.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.011622270837459148,0.7113026150896861,1.0869384469746155,0.9098215794651711,359,-0.011622270837459148,0.8077434427670174,0.6877979667656786,77,-0.12283825539901039,0.804834338574197,0.688398041118066,78,,,,30.0,3.0,0.00040884564891107035,"18,333,296","0.14,0.04,0.12",,,"{""best_epoch"": 3, ""dropouts"": [0.1449252777994817, 0.041846059377575885, 0.12102949752636283], ""layer_sizes"": [18, 333, 296], ""learning_rate"": 0.00040884564891107035, ""max_epochs"": 30}",{}
264,1065dcbd-9822-4f16-a99b-89c78c0cecf7,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_1065dcbd-9822-4f16-a99b-89c78c0cecf7.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.013174404100302572,0.8173787298719282,0.8644884700145271,0.7159753781258582,359,-0.013174404100302572,0.8083628661288477,0.6643920603730542,77,-0.6839702609710776,0.9856327053606698,0.8292778268585286,78,,,,30.0,5.0,0.0006040666529909091,"369,254,170","0.08,0.05,0.02",,,"{""best_epoch"": 5, ""dropouts"": [0.08062743220432411, 0.051423051244050555, 0.020978522475245898], ""layer_sizes"": [369, 254, 170], ""learning_rate"": 0.0006040666529909091, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
240,1f5b6feb-f90a-46e9-8496-3edddcc651ca,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_1f5b6feb-f90a-46e9-8496-3edddcc651ca.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,-0.013208312472453798,0.4773779402514544,1.3203376462708072,1.1398007812474806,359,-0.013208312472453798,1.4399840947272287,1.268145214093042,77,0.20891953052129753,1.509170492617963,1.331504164740128,78,,,,,,,,,0.24506701007275802,0.004676222829328061,"{""xgb_gamma"": 0.24506701007275802, ""xgb_learning_rate"": 0.004676222829328061}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
341,9c83fa6f-3a09-4bcc-8209-904b5c7a787f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_9c83fa6f-3a09-4bcc-8209-904b5c7a787f.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.014930251337537559,0.5632504219455288,1.3369026152863783,1.0960022652979988,359,-0.014930251337537559,0.8090630157218748,0.6761239554591486,77,-0.23801983105508673,0.8451069977116211,0.7195366875490459,78,,,,30.0,29.0,7.2987031041687115e-06,"403,505,202","0.17,0.36,0.33",,,"{""best_epoch"": 29, ""dropouts"": [0.17462805111176719, 0.35527209027858014, 0.33382184421595434], ""layer_sizes"": [403, 505, 202], ""learning_rate"": 7.2987031041687115e-06, ""max_epochs"": 30}",{}
351,8b18bc5c-8784-4583-b376-dec23fe5f897,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8b18bc5c-8784-4583-b376-dec23fe5f897.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.01662530369784343,-0.23857130058019305,2.251355264076776,1.757437797046238,359,-0.01662530369784343,0.8097383488538304,0.6695247894880751,77,-0.5073861313371812,0.9325242937639712,0.7987228740983887,78,,,,30.0,0.0,1.5839895118330679e-06,"66,436,258","0.29,0.18,0.01",,,"{""best_epoch"": 0, ""dropouts"": [0.28981911798365095, 0.18165516506875978, 0.012067144215194238], ""layer_sizes"": [66, 436, 258], ""learning_rate"": 1.5839895118330679e-06, ""max_epochs"": 30}",{}
323,949a0b08-b27e-4d90-af23-0f82640c9726,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_949a0b08-b27e-4d90-af23-0f82640c9726.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.02783347053434304,0.5782632925092002,1.3137242826535402,1.0778482780662628,359,-0.02783347053434304,0.8141897454781012,0.6825273474537853,77,-0.15827619375665392,0.8174363802948257,0.6970905874256643,78,,,,30.0,7.0,7.28978468607296e-05,"186,414,132","0.27,0.17,0.16",,,"{""best_epoch"": 7, ""dropouts"": [0.2686776523340637, 0.1657622609254332, 0.1570170124800576], ""layer_sizes"": [186, 414, 132], ""learning_rate"": 7.28978468607296e-05, ""max_epochs"": 30}",{}
